Year,Month,Decimal_date,Semihemispheric_modelled_mole_fractions_box0,Semihemispheric_modelled_mole_fractions_box1,Semihemispheric_modelled_mole_fractions_box2,Semihemispheric_modelled_mole_fractions_box3,Semihemispheric_modelled_mole_fractions_box4,Semihemispheric_modelled_mole_fractions_box5,Semihemispheric_modelled_mole_fractions_box6,Semihemispheric_modelled_mole_fractions_box7,Semihemispheric_modelled_mole_fractions_box8,Semihemispheric_modelled_mole_fractions_box9,Semihemispheric_modelled_mole_fractions_box10,Semihemispheric_modelled_mole_fractions_box11,Semihemispheric_modelled_mole_fractions_1-sigma_box0,Semihemispheric_modelled_mole_fractions_1-sigma_box1,Semihemispheric_modelled_mole_fractions_1-sigma_box2,Semihemispheric_modelled_mole_fractions_1-sigma_box3
1985,11,1985.83,1832216.372272515,1782177.8283664857,1717279.62482096,1715537.5269632498,1802105.8328277718,1773636.3358136197,1718805.6094332961,1717084.017188763,1666685.9856085766,1658188.8737793572,1653912.1993790178,1657007.3391787568,8890.492996430175,8650.428549966053,8305.238890729168,8291.747022493091
1985,12,1985.92,1847504.2584189556,1800683.1648510094,1716798.7926930373,1708694.0459841064,1817058.8129324387,1791447.061173369,1719719.2494726996,1712227.2270970761,1667631.9086684005,1658215.438831561,1651839.290460099,1653105.0635200536,8991.432544713283,8740.939485814006,8305.184802650967,8249.978765166654
1986,1,1986.0,1847199.182626946,1801534.0172711955,1715773.7462155204,1702352.5901429246,1822481.305368146,1789773.852202712,1714356.5590424219,1701608.7583011666,1669008.3387570523,1658484.5759858575,1649883.1856708154,1649174.5082187005,8960.17380049763,8698.34203813721,8295.08285096047,8213.725377312932
1986,2,1986.08,1833917.8553720263,1785494.584240673,1712155.1008925415,1695786.8769098413,1811501.5129306917,1776523.4893051763,1708156.3778061767,1692195.4173729834,1669666.3012883917,1658018.9393046524,1647817.4956754406,1645648.5879471002,8923.4548131949,8619.833734916732,8315.528205472829,8189.49715257541
1986,3,1986.17,1819287.8327296237,1767117.9891094288,1706570.3176594,1692076.580774955,1798253.5814201,1763596.1865879116,1703294.5348462495,1687350.3437700113,1669031.8921671202,1656633.5736713482,1645729.9817241086,1643182.4169209776,8918.613943090408,8566.506370491079,8333.493338537039,8184.716881219389
1986,4,1986.25,1813187.6347193525,1761905.2642615417,1701925.3178051438,1696158.668655445,1790304.7793161946,1759341.8656158915,1697543.2189355134,1691082.0455216458,1666671.819612338,1654470.055657979,1643805.5661693595,1642043.5455378534,8830.761392200387,8523.058492334058,8269.319231209945,8210.950920634792
1986,5,1986.33,1811754.3562053766,1765546.7729070445,1703036.4283428348,1705343.2984013173,1789754.7259425335,1761517.9740155141,1697710.8063861334,1698090.664537505,1663151.6868796144,1652040.2717869887,1642303.0121519407,1642013.9274628488,8798.798086135686,8545.689023696594,8238.492020076257,8260.97544654851
1986,6,1986.42,1804152.4506159348,1765291.0264349661,1708601.3407427683,1714007.525277688,1786064.3836331891,1761213.9851064456,1702573.3160185947,1705246.9279955667,1659124.7873012149,1649583.3149267347,1641395.4769692947,1642557.5383433967,8796.50040834879,8567.762424462975,8266.654551256323,8308.950903105544
1986,7,1986.5,1799228.0589499858,1761015.3433962888,1709695.382611522,1717853.7121580476,1783276.4816845367,1755888.074781654,1719234.0483044314,1715537.9349973209,1655106.1598598342,1647169.439584341,1640933.261031998,1643289.0299343788,8741.166448655844,8543.88459032723,8276.641458256148,8318.507949511444
1986,8,1986.58,1800737.6743289542,1755726.2687724782,1711684.2149800595,1720994.5936631032,1783044.2240221323,1748832.344790968,1726568.8568643916,1723288.8261891457,1651870.666844861,1644866.5658265322,1640596.0150396575,1643855.7184151562,8756.249985646873,8572.869151348874,8300.504536716962,8328.211369188924
1986,9,1986.67,1808484.6625590967,1754146.0594873475,1710885.7974009432,1723109.0009129366,1786382.0985469867,1745587.7401406157,1727015.1024167798,1725895.4362505812,1649838.156557367,1642879.325991787,1639830.984403187,1643701.8855269686,8856.91608655453,8637.414456707205,8311.580301463102,8341.895545590534
1986,10,1986.75,1819696.9640380845,1764115.7272907335,1714473.6052812943,1720977.618217674,1791420.080902137,1756219.3700041568,1719975.7417546564,1722395.4705040304,1649198.7613869184,1641563.285091289,1638511.178085138,1642450.046695549,8859.395147481835,8616.735502887683,8302.706930955483,8325.705189635664
1986,11,1986.83,1832416.4671175308,1782293.1249235605,1716947.814028629,1715178.2956943766,1802068.8966666902,1773576.8069537475,1718328.544337878,1716547.405463604,1649777.5325252623,1641286.4525633347,1636929.7753652637,1639923.011429138,8894.719495655443,8654.30388612101,8303.531919502591,8288.767624586862
1986,12,1986.92,1847580.4681234085,1800691.8608942498,1716351.8872604237,1708214.1989658743,1816907.7737602098,1791285.3320802418,1719133.538561429,1711577.7424483914,1651331.0468461202,1641931.9882768695,1635494.3461680457,1636679.46892918,8997.332474803237,8745.94766760489,8303.407622372388,8246.913496170226
1987,1,1987.0,1847165.2245927523,1801442.525463674,1715304.2833202118,1701763.2960405434,1822205.4658075073,1789416.2715775212,1713667.9265664378,1700854.7037994354,1653289.0942002176,1642791.725111134,1634147.5456574261,1633377.5609131982,8964.170826510688,8702.08307568422,8293.737591091873,8210.184590241452
1987,2,1987.08,1833762.9112917688,1785263.3783277373,1711676.6820392306,1695107.987545754,1811090.4192539433,1776017.0657522234,1707435.0627028146,1691361.614789627,1654506.8436661046,1642891.8571987776,1632664.5348371346,1630446.8452193982,8923.681320628895,8620.389678079513,8314.099418972719,8185.349116608689
1987,3,1987.17,1819009.1701450797,1766756.5335410151,1706045.6525731876,1691325.5243144038,1797728.5021114727,1762987.7658142548,1702539.9433099614,1686458.1264248507,1654414.3084062017,1642052.864950067,1631133.9471698187,1628540.3901676012,8915.757938625557,8564.21773014779,8331.403443947458,8180.089503020028
1987,4,1987.25,1812802.2054783972,1761444.1849415903,1701312.4772104677,1695345.7688191968,1789694.4160908172,1758671.0685710164,1696721.1284818512,1690138.2043968437,1652584.0922411566,1640417.5211745114,1629739.5639958717,1627926.819190532,8827.295042424183,8519.716794090196,8266.57391862344,8206.337527441921
1987,5,1987.33,1811286.1264384522,1765013.899487829,1702324.5978521006,1704467.433498675,1789076.5273424992,1760788.8198774562,1696805.7340665492,1697086.9533094524,1649581.3780295209,1638497.1107315726,1628740.0868400792,1628392.8442339096,8796.00321259938,8542.300212582772,8235.317709807752,8256.525452471747
1987,6,1987.42,1803614.5543006065,1764692.799872546,1707806.0403371188,1713065.7580302693,1785323.2561823556,1760423.9281726584,1701594.4046929467,1704180.3928700655,1646054.9663820153,1636528.9778526956,1628310.852526831,1629407.7708225201,8794.04416620054,8564.268346408418,8263.177745347719,8304.485474222101
1987,7,1987.5,1798634.6871533873,1760351.250155082,1708781.0148613134,1716849.8895981389,1782491.5815193336,1755097.9749026466,1718190.3371551943,1714417.645926745,1642516.0678144156,1634583.7702752883,1628306.0615822002,1630591.0064068078,8737.310048179192,8540.080825546142,8272.168800883805,8313.905218226697
1987,8,1987.58,1800102.0568436952,1755002.088828248,1710666.262575665,1719928.8269587148,1782229.7031515664,1748024.9590978585,1725468.9658692125,1722116.1310753375,1639736.017409688,1632730.4161144283,1628408.9935588404,1631594.2438213977,8750.4305394448,8568.403694536992,8295.037302832288,8323.29734599519
